id,label,left_id,left_name,left_host_id,left_host_name,left_neighbourhood_group,left_neighbourhood,left_latitude,left_longitude,left_room_type,left_price,left_minimum_nights,left_number_of_reviews,left_last_review,left_reviews_per_month,left_calculated_host_listings_count,left_availability_365,right_id,right_name,right_host_id,right_host_name,right_neighbourhood_group,right_neighbourhood,right_latitude,right_longitude,right_room_type,right_price,right_minimum_nights,right_number_of_reviews,right_last_review,right_reviews_per_month,right_calculated_host_listings_count,right_availability_365
18262,0,33008491,ava guesthouse single roome2 share the bathroom,49693852,Reza,,I Centro Storico,41.89705,12.50114,Private room,30,1,52,2020-02-20,2.46,10,365,38619640,"En-Suite Rooms & Breakfast ,  Monti , Colosseo",44891681,Ina,,I Centro Storico,41.896359999999994,12.50114,Private room,47,1,19,2020-09-21,1.32,4,365
2004,1,21988715,Elegant 1bdr with terrace in Rome 81675 - 09e36341,5056483,Halldis Apartments & Villas,,I Centro Storico,41.90506,12.4902,Entire home/apt,183,1,1,2019-05-12,0.05,121,364,21431501,Elegant 2bdr for 6 people in the centre 81878 - 09e363ab,5056483,Halldis Apartments & Villas,,I Centro Storico,41.90506,12.4902,Entire home/apt,387,1,0,,,121,364
6790,0,19240914,"""Angolo di Roma"" Guest House bedroom VI",133090941,Matteo,,I Centro Storico,41.89318,12.506839999999999,Private room,72,1,1,2019-07-08,0.06,7,365,7650852,Vanella Rome Domus B&B stanza blu,31541833,Dorina,,I Centro Storico,41.89566,12.506839999999999,Private room,71,1,5,2019-09-29,0.1,3,365
4289,1,45006592,iFlat | Dreamer House,23532561,IFlat,,I Centro Storico,41.91003,12.46276,Entire home/apt,180,1,2,2020-10-31,0.87,151,364,45097903,iFlat | Fairy Apartment near Saint Peter,23532561,IFlat,,I Centro Storico,41.91003,12.46276,Entire home/apt,100,1,0,,,151,364
1933,1,42599562,Grotta Pinta Int. 10 - In Navona!,894021,Rosa,,I Centro Storico,41.895,12.47388,Entire home/apt,97,3,1,2020-09-27,0.3,10,364,21148507,Grotta Pinta 11 | For 4 people in Campo de' Fiori,894021,Rosa,,I Centro Storico,41.895,12.47388,Entire home/apt,202,3,67,2020-10-11,2.04,10,351
686,1,7595906,Lovely NEW apartment in VATICAN - C,39407659,Michela,,I Centro Storico,41.91264,12.46857,Entire home/apt,134,2,48,2020-08-20,0.75,8,338,7605476,Fantastic duplex near VATICAN - M+C,39407659,Michela,,I Centro Storico,41.91264,12.46857,Entire home/apt,451,2,39,2019-10-19,0.6,8,323
1989,1,21571592,Elegant and new 1bdr in Barberini 81681,5056483,Halldis Apartments & Villas,,I Centro Storico,41.90506,12.4902,Entire home/apt,160,1,0,,,121,354,21571944,Elegant two-bedroom in the historic centre 81684 - 09e3633e,5056483,Halldis Apartments & Villas,,I Centro Storico,41.90506,12.4902,Entire home/apt,329,1,0,,,121,358
3645,0,3546984,LEONCINO36 - Platinum Apt in Rome,16130014,Michele,,I Centro Storico,41.905609999999996,12.47717,Entire home/apt,219,2,2,2019-06-08,0.03,4,365,19705582,PANTHEON DELUXE HOME,6301080,Tiziana,,I Centro Storico,41.89797,12.47717,Entire home/apt,100,2,3,2019-05-14,0.08,6,365
1305,1,14586232,TOP CENTRAL LOCATION,6935798,Sean,,I Centro Storico,41.89351,12.47474,Private room,61,1,8,2019-12-01,0.2,10,360,14586306,TOP CENTRAL LOCATION,6935798,Sean,,I Centro Storico,41.89351,12.47474,Private room,61,1,10,2020-10-06,0.35,10,365
1872,1,20354077,"Dreaming navona Rooms, double superior",137328909,Roberto,,I Centro Storico,41.89959,12.47056,Private room,49,1,0,,,7,135,20324600,Family room @ Dreaming Navona Rooms,137328909,Roberto,,I Centro Storico,41.89959,12.47056,Private room,72,1,0,,,7,362
4342,1,45982658,"Casa Vacanze -Passeggiata di Ripetta 16,  Roma",221483434,Paolo,,I Centro Storico,41.90894,12.47449,Entire home/apt,144,2,0,,,4,270,46293720,Camera Queen Sup. - Passeggiata di Ripetta 16 Roma,221483434,Paolo,,I Centro Storico,41.90894,12.47449,Private room,60,1,0,,,4,180
4811,0,40444735,le finestre sul vaticano,312876183,Mirko,,I Centro Storico,41.907509999999995,12.45613,Private room,70,1,1,2019-12-14,0.08,1,365,5645175,apprt piano alto zona CiproVaticano,29257611,Anna L M,,I Centro Storico,41.907509999999995,12.4451,Private room,70,1,0,,,1,365
9735,0,12002744,Colonna Suite Luxury - Pantheon,26400936,Mattia,,I Centro Storico,41.900690000000004,12.47819,Entire home/apt,116,1,96,2020-09-21,1.68,16,0,26865921,"Trastevere, penthouse with a stunning view!",1107433,Emiliano & Maria,,I Centro Storico,41.88852,12.47819,Entire home/apt,138,1,0,,,70,0
3974,1,40368491,bed in a 3-bed mixed dorm room,310887232,The Beehive,,I Centro Storico,41.90319,12.50459,Shared room,18,1,17,2020-11-07,1.56,10,365,40435252,deluxe double room with ensuite bath and foldout bed,310887232,The Beehive,,I Centro Storico,41.90319,12.50459,Private room,80,1,0,,,10,301
1169,1,12820052,Luminoso Appartamento Vicino a Piazza Navona,894021,Rosa,,I Centro Storico,41.89506,12.4739,Entire home/apt,185,3,90,2020-07-29,1.61,10,357,12756638,Romantic apartment in Campo de' Fiori | Int. 4,894021,Rosa,,I Centro Storico,41.89506,12.4739,Entire home/apt,111,3,57,2020-03-01,1.01,10,345
8771,0,34109562,Le Chiavi di Roma,259550555,Massimiliano,,I Centro Storico,41.905840000000005,12.465010000000001,Private room,59,1,0,,,2,247,11989550,Trastevere camera tripla con bagno,1696843,Trastevere,,XII Monte Verde,41.87833,12.465010000000001,Private room,89,1,0,,,2,365
3107,1,31971051,Lungotevere Collection Suite 2 : nel cuore di Roma,239692286,Alessandro,,I Centro Storico,41.90082,12.46534,Hotel room,84,1,1,2019-04-23,0.05,6,177,31971465,Lungotevere Collection Suite 3: nel cuore di Roma,239692286,Alessandro,,I Centro Storico,41.90082,12.46534,Hotel room,79,1,2,2019-03-18,0.09,6,88
3660,1,36745152,Olmo - Papavero Suite,272995569,Riserva,,XV Cassia/Flaminia,42.04775,12.29405,Hotel room,60,1,1,2019-07-31,0.06,14,55,36745159,Olmo - Apartment A,272995569,Riserva,,XV Cassia/Flaminia,42.04775,12.29405,Hotel room,103,1,1,2019-08-19,0.06,14,55
21806,0,44286241,Appartement lumineux au coeur de Trastevere,10044613,Stephane,,I Centro Storico,41.89183,12.47096,Entire home/apt,90,3,0,,,1,362,35105545,Trastevere Sweet del Moro - (Roma),264435329,Francesca,,I Centro Storico,41.89167,12.47096,Entire home/apt,90,1,0,,,1,0
15334,0,26248617,BigFamilyFlats-Basilica Suite,5265232,Daniela & Friends,,VII San Giovanni/Cinecittà,41.884209999999996,12.51185,Entire home/apt,261,1,16,2019-12-29,0.56,17,231,23178522,The Basilica Suite 2018 - Apt 3rooms/7people,172107107,Daniela Rimini,,VII San Giovanni/Cinecittà,41.884209999999996,12.51185,Entire home/apt,261,1,18,2018-08-11,0.52,4,231
112,1,1242019,Q Domus Appartamento #1 Diocleziano,4331335,Giulia,,I Centro Storico,41.88888,12.49431,Entire home/apt,77,2,175,2020-02-27,1.95,4,214,825367,Q Domus Appartamento #2 Augusto,4331335,Giulia,,I Centro Storico,41.88888,12.49431,Entire home/apt,65,2,254,2020-03-04,2.69,4,364
11540,0,20489312,BigFamilyFlats - Coliseum area Apt for 11 people,6146778,Paolo & Friends,,I Centro Storico,41.8922,12.50596,Entire home/apt,400,2,17,2020-01-27,0.54,18,261,16869445,BigFamilyFlats - COLISEUM & TERMINI APT - 12pax,112371287,Pa Dani & Friends,,I Centro Storico,41.8922,12.50596,Entire home/apt,400,2,90,2020-01-21,1.93,6,261
172,1,1204595,"Romantic room,private bathroom,freeWiFi",6556648,Laura,,VII San Giovanni/Cinecittà,41.88436,12.51376,Private room,42,2,116,2020-03-11,1.31,4,257,1200345,"Nice room S.Giovanni, free Wi-Fi",6556648,Laura,,VII San Giovanni/Cinecittà,41.88436,12.51376,Private room,40,2,246,2020-03-15,2.68,4,157
4322,0,4973030,Santonofrio Colors Trastevere Vaticano,25635796,Marco,,I Centro Storico,41.898920000000004,12.46227,Entire home/apt,185,3,78,2020-02-10,1.19,7,348,30946650,Cesare Balbo,110776255,Delfina,,I Centro Storico,41.898920000000004,12.49437,Entire home/apt,185,3,61,2020-10-22,2.56,1,141
204,0,163008,Calpurnia House close Colosseum,778599,Roberto & Claudia,,I Centro Storico,41.88836,12.50148,Entire home/apt,72,2,497,2020-09-29,4.38,3,365,4178063,CENTRAL Holiday House in Rome!!!!,12499022,Giulio & Margherita,,I Centro Storico,41.88836,12.51327,Entire home/apt,72,2,276,2020-08-11,3.67,1,151
2366,1,23871522,PORTA PORTESE room - Trastevere / also ★LONG TERM★,178221293,Luca &Friends,,I Centro Storico,41.88231,12.47494,Private room,87,1,41,2019-12-13,1.24,6,0,23871461,AVENTINO room Trastevere Center / also ★LONG TERM★,178221293,Luca &Friends,,I Centro Storico,41.88231,12.47494,Private room,97,1,30,2020-03-09,0.91,6,0
2722,1,30029220,AmoRoma Room101 Termini St. breakfast box inc.,198880137,Daniele,,I Centro Storico,41.90516,12.49902,Private room,67,1,85,2020-10-29,3.5,10,269,30030641,AmoRoma Suite Room2 Termini Station breakfast box,198880137,Daniele,,I Centro Storico,41.90516,12.49902,Private room,70,1,37,2020-03-07,1.45,10,145
2878,1,35983915,At Casa Simpatia Terrace,9121160,A Casa Simpatia,,I Centro Storico,41.89403,12.50892,Entire home/apt,150,1,0,,,4,365,28451237,A Casa Simpatia  Fre parking in the street,9121160,A Casa Simpatia,,I Centro Storico,41.89403,12.50892,Private room,80,1,0,,,4,351
3616,0,41932047,CHARMING FLAT - trendy and comfortable @ TIBURTINA,42282438,Carlo,,II Parioli/Nomentano,41.91003,12.52519,Entire home/apt,90,3,0,,,1,0,4126661,"Guesthouse Mirabella, Rome",21406357,Davide,,VII San Giovanni/Cinecittà,41.87238,12.52519,Entire home/apt,120,1,0,,,1,365
1334,1,15281949,"Martini Bed - Metro A, Wi-fi, eco & bike friendly",1478007,Paolo,,VII San Giovanni/Cinecittà,41.86205,12.54815,Hotel room,400,2,0,,,11,0,18943842,"Twin/double en-suite, Wi-Fi & Kitchen, metro A",1478007,Paolo,,VII San Giovanni/Cinecittà,41.86205,12.54815,Hotel room,46,1,5,2019-07-29,0.17,11,0
30397,0,45925959,Minerva in Pantheon apartment,2315268,Alessandra,,I Centro Storico,41.89693,12.47667,Entire home/apt,35,1,0,,,20,306,45859243,Minerva in Pantheon apartment,162347026,Alessandra,,I Centro Storico,41.89693,12.47667,Entire home/apt,48,1,0,,,19,306
4066,1,40793653,Stupenda Doppia Termini Bagno privato Roma Centro,280641664,Serena,,I Centro Storico,41.89744,12.505,Private room,24,2,19,2020-11-03,1.7,3,365,40794297,Adorabile Doppia Termini Bagno privato Roma Centro,280641664,Serena,,I Centro Storico,41.89744,12.505,Private room,24,2,37,2020-12-13,3.5,3,365
9245,0,18282639,Elite Triton Apartment,75898116,Marco,,I Centro Storico,41.90402,12.48899,Entire home/apt,108,1,40,2019-09-26,0.91,2,0,11297593,RomEur House Appartamento Hi-Tech,59040308,Tiziana,,VIII Appia Antica,41.85252,12.48899,Entire home/apt,95,1,1,2016-08-31,0.02,1,0
1173,1,12801035,Fellini - B&B Roma Città Aperta,537257,Alessandro Lorenzo Katia,,V Prenestino/Centocelle,41.8928,12.52735,Hotel room,50,2,76,2019-08-23,1.39,4,166,13724634,Rossellini - B&B Roma Città Aperta,537257,Alessandro Lorenzo Katia,,V Prenestino/Centocelle,41.8928,12.52735,Hotel room,50,2,69,2019-09-02,1.3,4,166
2202,1,22682431,MyTinyHome - TinyHouse - James,167149840,Andrea,,I Centro Storico,41.90724,12.45301,Private room,37,1,29,2020-11-01,0.85,15,361,22695017,MyTinyHome - Heliocentrism [14 pax],167149840,Andrea,,I Centro Storico,41.90724,12.45301,Entire home/apt,127,1,15,2020-09-27,0.59,15,353
943,1,35636506,38 Viminale Street - Camera Doppia 3,20028020,38 Viminale,,I Centro Storico,41.90025,12.49594,Hotel room,41,1,27,2020-09-28,1.69,12,365,35631708,Al Viminale Hill Inn & hotel - 5,20028020,38 Viminale,,I Centro Storico,41.90025,12.49594,Private room,43,1,1,2020-01-21,0.09,12,365
4100,1,40803948,Dolce Luxury Rooms - Queen Room with Balcony,146431570,Francesco,,II Parioli/Nomentano,41.91133,12.49918,Private room,7000,1,1,2020-02-27,0.1,6,89,40803826,Dolce Luxury Rooms - King Room,146431570,Francesco,,II Parioli/Nomentano,41.91133,12.49918,Private room,7000,1,0,,,6,89
3399,1,34282242,"""Vatican Suite""-VATICAN Olympic Stadium-bathroom",252775845,Luca,,I Centro Storico,41.91923,12.45899,Private room,440,1,48,2020-03-11,2.42,5,353,34293936,"""s""Saint Peter Suite""- VATICAN / Olympic Stadium",252775845,Luca,,I Centro Storico,41.91923,12.45899,Private room,440,1,44,2020-02-28,2.24,5,359
1466,1,15813728,Apt. Paulina (CERTIFIED DISINFECTION EVERY CHECK),102340186,SpaceIdeas,,I Centro Storico,41.89436,12.4916,Entire home/apt,103,3,120,2020-11-08,2.54,11,359,15814621,Apt. Antonia (CERTIFIED DISINFECTION EVERY CHECK),102340186,SpaceIdeas,,I Centro Storico,41.89436,12.4916,Entire home/apt,91,3,40,2019-10-12,0.85,11,359
3314,1,33725525,Roma Centro Storico Camera Superiore Numa Pompilio,252254541,Sandro,,I Centro Storico,41.90308,12.48613,Private room,65,1,65,2020-10-12,3.1,12,365,33724315,Roma Centro Storico Camera Deluxe Numa Pompilio,252254541,Sandro,,I Centro Storico,41.90308,12.48613,Private room,63,1,65,2020-10-29,3.1,12,365
773,1,8857640,"PANTHEON, 3 bedrooms, 7 pax, NEW!",1362043,Umberto,,I Centro Storico,41.90164,12.47547,Entire home/apt,190,2,120,2019-09-13,1.94,15,111,8858226,"LUXURY NAVONA 3 bedroom, 2 bathroom",1362043,Umberto,,I Centro Storico,41.90164,12.47547,Entire home/apt,250,2,105,2019-10-01,1.73,15,96
377,1,4135979,Vatican Room (BB32),4009524,Manuel,,I Centro Storico,41.90911,12.46019,Private room,77,1,1,2015-04-30,0.01,7,365,4137056,Vatican Room (BB33),4009524,Manuel,,I Centro Storico,41.90911,12.46019,Private room,77,1,0,,,7,365
6548,0,7230785,MODERNO (RED)  a 350 metri da San Pietro,37860540,Francesco,,I Centro Storico,41.90054,12.4518,Private room,55,2,8,2019-08-18,0.12,2,365,37352337,Lovely apartment next to the Vatican(2 free bikes),280663508,Edoardo E Silvia,,I Centro Storico,41.91087,12.4518,Entire home/apt,79,2,37,2020-03-01,2.18,1,365
1989,0,25574533,On the roof of Trevi,94316400,Gioia,,I Centro Storico,41.9022,12.48565,Entire home/apt,120,2,118,2020-08-28,3.88,3,365,1577160,Tritone Top House - Guest House,8383535,Luca,,I Centro Storico,41.903209999999994,12.48565,Hotel room,46,2,9,2020-09-28,0.58,9,365
737,1,8547707,B&B CAPPUCCINO Doppia con bagno,36605212,Simone,,II Parioli/Nomentano,41.91414,12.5215,Private room,80,1,0,,,6,0,8548141,B&B CAPPUCCINO Camera tripla Family,36605212,Simone,,II Parioli/Nomentano,41.91414,12.5215,Private room,110,1,1,2017-07-07,0.02,6,0
923,1,35632985,Al Viminale Hill Inn & Hotel - 8,20028020,38 Viminale,,I Centro Storico,41.90025,12.49594,Private room,43,1,1,2020-01-30,0.09,12,365,35631190,Al Viminale Hill inn & Hotel - 3,20028020,38 Viminale,,I Centro Storico,41.90025,12.49594,Private room,43,1,0,,,12,365
4125,1,42878285,2be Apartment Vatican - Cipro - FREE Netflix,329281309,Luca,,I Centro Storico,41.90517,12.4473,Entire home/apt,634,1,0,,,3,365,41705627,"""PALATINO Room"" - Vatican City - Free Netflix",329281309,Luca,,I Centro Storico,41.90517,12.4473,Private room,562,1,1,2020-03-05,0.1,3,365
2274,1,23767532,Rome center-super spacious room double use,170168063,Camelia,,VII San Giovanni/Cinecittà,41.87307,12.52544,Private room,32,1,51,2020-12-06,1.56,8,359,23196433,Rome center-Comfortable double room private bath,170168063,Camelia,,VII San Giovanni/Cinecittà,41.87307,12.52544,Private room,31,1,107,2020-11-15,3.23,8,318
2368,1,23871778,Bocca della Verità room-TRASTEVERE/also LONG TERM,178221293,Luca &Friends,,I Centro Storico,41.88231,12.47494,Private room,97,1,34,2020-03-12,1.04,6,0,23760989,PIRAMIDE room Trastevere Center / also ★LONG TERM★,178221293,Luca &Friends,,I Centro Storico,41.88231,12.47494,Private room,87,1,35,2020-03-10,1.05,6,0
1808,1,20147294,One Bed in female dormitory room beside Termini(D),126568965,Vanessa,,I Centro Storico,41.89744,12.505,Shared room,11,1,158,2020-11-22,3.8,6,365,19672441,One Bed in female dormitory room beside Termini(A),126568965,Vanessa,,I Centro Storico,41.89744,12.505,Shared room,13,1,206,2020-10-12,4.9,6,365
951,1,10027182,[S.PIETRO-VATICANO] Q.DUPLE ROOM ★ [M.OTTAVIANO],6329883,Italia,,I Centro Storico,41.9138,12.45217,Private room,79,1,7,2019-10-16,0.32,4,89,9955474,Special room perla - Vaticano,6329883,Italia,,I Centro Storico,41.9138,12.45217,Private room,66,1,16,2019-10-24,0.31,4,102
3095,1,33697905,SMART Trastevere - Rome,235391429,Daniel,,XII Monte Verde,41.87547,12.46605,Hotel room,20,1,22,2020-02-19,1.09,9,365,32706459,SMART Trastevere,235391429,Daniel,,XII Monte Verde,41.87547,12.46605,Hotel room,15,1,42,2020-08-25,1.94,9,365
3924,1,39815183,🎖Piazza del Popolo Studio - long term too,302328417,Cristina,,II Parioli/Nomentano,41.91221,12.47607,Entire home/apt,83,2,14,2020-10-15,1.07,3,360,40107192,🎖Piazza del Popolo Penthouse - long term too,302328417,Cristina,,II Parioli/Nomentano,41.91221,12.47607,Entire home/apt,188,2,0,,,3,364
3870,1,38392432,Regolo Rooms Vaticano - Twin Room,288102037,Regolo Rooms,,I Centro Storico,41.90848,12.46294,Private room,78,1,0,,,7,364,38392454,Regolo Rooms Vaticano - Economy Triple Room,288102037,Regolo Rooms,,I Centro Storico,41.90848,12.46294,Private room,90,1,0,,,7,364
913,1,35632660,Al Viminalehill Inn & Hotel - 7,20028020,38 Viminale,,I Centro Storico,41.90025,12.49594,Private room,43,1,1,2020-03-08,0.1,12,365,35630140,Al Viminale Hill Inn & Hotel - 2,20028020,38 Viminale,,I Centro Storico,41.90025,12.49594,Private room,43,1,1,2020-03-08,0.1,12,365
3594,1,36836658,B&B A Picture of Rome - Suite Saint Peter’s Dom,265629566,Daniele,,I Centro Storico,41.90669000000001,12.45714,Private room,163,1,0,,,5,0,36249358,B&B A Picture of Rome - Camera Quadrupla,265629566,Daniele,,I Centro Storico,41.90669000000001,12.45714,Hotel room,173,1,2,2019-09-10,0.12,5,348
21042,0,31246979,Oxy Room2 near by Termini and Colosseum 15min,124956881,Lilian,,I Centro Storico,41.8932,12.5103,Private room,25,2,73,2020-02-29,3.05,1,180,40414744,ALtino CasaNati,312528353,Natalita Georgeta,,VII San Giovanni/Cinecittà,41.88057,12.5103,Entire home/apt,32,2,5,2020-12-12,0.46,1,180
3687,1,36745158,Olmo - Apartment I,272995569,Riserva,,XV Cassia/Flaminia,42.04775,12.29405,Hotel room,103,1,0,,,14,55,36744291,Olmo - Ninfea Suite,272995569,Riserva,,XV Cassia/Flaminia,42.04775,12.29405,Hotel room,60,1,0,,,14,55
3577,1,36018860,Domus Alberico - Family Suite,267278425,Domus,,I Centro Storico,41.90467,12.46406,Private room,168,1,0,,,8,325,36015418,"Domus Alberico - Camera ""Esquilino""",267278425,Domus,,I Centro Storico,41.90467,12.46406,Private room,109,1,0,,,8,332
1736,1,18280205,"Deluxe double room,ensuite bathroom,privatebalcony",126397303,Stefano,,I Centro Storico,41.90471,12.47309,Hotel room,100,1,0,,,4,0,18321891,"Deluxe double room,ensuite bathroom and city view",126397303,Stefano,,I Centro Storico,41.90471,12.47309,Hotel room,150,1,0,,,4,0
1264,1,13668432,"Falco Suite 2, private with bathroom",62397037,Simo&Alex,,I Centro Storico,41.90424,12.45942,Private room,130,2,0,,,6,90,13662870,"Falco Suite 3, lovely with private bathroom",62397037,Simo&Alex,,I Centro Storico,41.90424,12.45942,Private room,130,2,0,,,6,90
2531,0,2116262,Basilica offerte Saint Paul Eur,10790000,Carmen,,VIII Appia Antica,41.82567,12.48852,Entire home/apt,70,1,0,,,1,365,6855884,Everlasting Rome,20475300,Simone,,II Parioli/Nomentano,41.928059999999995,12.48852,Entire home/apt,75,1,0,,,1,365
