label,id_left,name_left,host_id_left,host_name_left,neighbourhood_group_left,neighbourhood_left,latitude_left,longitude_left,room_type_left,price_left,minimum_nights_left,number_of_reviews_left,last_review_left,reviews_per_month_left,calculated_host_listings_count_left,availability_365_left,id_right,name_right,host_id_right,host_name_right,neighbourhood_group_right,neighbourhood_right,latitude_right,longitude_right,room_type_right,price_right,minimum_nights_right,number_of_reviews_right,last_review_right,reviews_per_month_right,calculated_host_listings_count_right,availability_365_right
1,412553,Enjoy Your Stay-Vatican apt,1806875,Cecilia,,I Centro Storico,41.908359999999995,12.46612,Entire home/apt,96,2,35,2019-12-30,0.36,5,325,12937762,Enjoy Your Stay-Sant'Angelo apt,1806875,Cecilia,,I Centro Storico,41.908359999999995,12.46612,Entire home/apt,140,2,32,2020-02-08,0.58,5,350
1,12937762,Enjoy Your Stay-Sant'Angelo apt,1806875,Cecilia,,I Centro Storico,41.908359999999995,12.46612,Entire home/apt,140,2,32,2020-02-08,0.58,5,350,357001,Enjoy Your Stay-Saint Peter apt,1806875,Cecilia,,I Centro Storico,41.908359999999995,12.46612,Entire home/apt,81,2,76,2020-03-07,0.76,5,355
1,12937762,Enjoy Your Stay-Sant'Angelo apt,1806875,Cecilia,,I Centro Storico,41.908359999999995,12.46612,Entire home/apt,140,2,32,2020-02-08,0.58,5,350,412553,Enjoy Your Stay-Vatican apt,1806875,Cecilia,,I Centro Storico,41.908359999999995,12.46612,Entire home/apt,96,2,35,2019-12-30,0.36,5,325
1,376628,ROME HOLIDAY SUITE - GREEN ROOM,768673,Fabio,,XII Monte Verde,41.87813,12.3841,Private room,85,2,133,2020-08-20,1.29,3,361,7105833,ROMA HOLIDAY SUITE - DOUBLE ROOM,768673,Fabio,,XII Monte Verde,41.87813,12.3841,Private room,206,2,10,2019-10-27,0.16,3,364
1,7105833,ROMA HOLIDAY SUITE - DOUBLE ROOM,768673,Fabio,,XII Monte Verde,41.87813,12.3841,Private room,206,2,10,2019-10-27,0.16,3,364,376628,ROME HOLIDAY SUITE - GREEN ROOM,768673,Fabio,,XII Monte Verde,41.87813,12.3841,Private room,85,2,133,2020-08-20,1.29,3,361
1,409920,"Apartment ""Vigna Licia 2"" with pool and Jacuzzi",2040614,Licia,,IX Eur,41.71728,12.49729,Entire home/apt,85,3,3,2019-08-16,0.07,2,318,411259,Vigna Licia 1 apartment with pool & terraces,2040614,Licia,,IX Eur,41.71728,12.49729,Entire home/apt,85,3,12,2019-08-18,0.21,2,351
1,411259,Vigna Licia 1 apartment with pool & terraces,2040614,Licia,,IX Eur,41.71728,12.49729,Entire home/apt,85,3,12,2019-08-18,0.21,2,351,409920,"Apartment ""Vigna Licia 2"" with pool and Jacuzzi",2040614,Licia,,IX Eur,41.71728,12.49729,Entire home/apt,85,3,3,2019-08-16,0.07,2,318
1,428338,Private studio apartment in the lively Pigneto,2129443,Alberta,,V Prenestino/Centocelle,41.89047,12.52495,Entire home/apt,48,4,115,2020-12-15,1.11,5,347,467064,Private studio apartment in the lively Pigneto,2129443,Alberta,,V Prenestino/Centocelle,41.89047,12.52495,Entire home/apt,48,3,48,2020-09-09,0.46,5,203
1,428338,Private studio apartment in the lively Pigneto,2129443,Alberta,,V Prenestino/Centocelle,41.89047,12.52495,Entire home/apt,48,4,115,2020-12-15,1.11,5,347,469145,Private studio apartment in the lively Pigneto,2129443,Alberta,,V Prenestino/Centocelle,41.89047,12.52495,Entire home/apt,48,4,96,2020-08-23,0.92,5,352
1,467064,Private studio apartment in the lively Pigneto,2129443,Alberta,,V Prenestino/Centocelle,41.89047,12.52495,Entire home/apt,48,3,48,2020-09-09,0.46,5,203,428338,Private studio apartment in the lively Pigneto,2129443,Alberta,,V Prenestino/Centocelle,41.89047,12.52495,Entire home/apt,48,4,115,2020-12-15,1.11,5,347
1,467064,Private studio apartment in the lively Pigneto,2129443,Alberta,,V Prenestino/Centocelle,41.89047,12.52495,Entire home/apt,48,3,48,2020-09-09,0.46,5,203,469145,Private studio apartment in the lively Pigneto,2129443,Alberta,,V Prenestino/Centocelle,41.89047,12.52495,Entire home/apt,48,4,96,2020-08-23,0.92,5,352
1,469145,Private studio apartment in the lively Pigneto,2129443,Alberta,,V Prenestino/Centocelle,41.89047,12.52495,Entire home/apt,48,4,96,2020-08-23,0.92,5,352,428338,Private studio apartment in the lively Pigneto,2129443,Alberta,,V Prenestino/Centocelle,41.89047,12.52495,Entire home/apt,48,4,115,2020-12-15,1.11,5,347
1,469145,Private studio apartment in the lively Pigneto,2129443,Alberta,,V Prenestino/Centocelle,41.89047,12.52495,Entire home/apt,48,4,96,2020-08-23,0.92,5,352,467064,Private studio apartment in the lively Pigneto,2129443,Alberta,,V Prenestino/Centocelle,41.89047,12.52495,Entire home/apt,48,3,48,2020-09-09,0.46,5,203
1,687220,Spring - In the hearth of Trastevere,3507178,Silvana,,I Centro Storico,41.88714,12.46782,Entire home/apt,101,3,86,2020-01-01,0.94,2,258,711563,"Summer, the best in Trastevere",3507178,Silvana,,I Centro Storico,41.88714,12.46782,Entire home/apt,87,3,192,2020-10-12,2.05,2,365
1,711563,"Summer, the best in Trastevere",3507178,Silvana,,I Centro Storico,41.88714,12.46782,Entire home/apt,87,3,192,2020-10-12,2.05,2,365,687220,Spring - In the hearth of Trastevere,3507178,Silvana,,I Centro Storico,41.88714,12.46782,Entire home/apt,101,3,86,2020-01-01,0.94,2,258
1,691626,Le Stanze di Elle - Esquilino - Matrimoniale,3533050,Antonella,,I Centro Storico,41.88726,12.50831,Hotel room,50,1,118,2020-03-06,3.38,7,223,692218,Le Stanze di Elle - Esquilino - Matrimoniale - 102,3533050,Antonella,,I Centro Storico,41.88726,12.50831,Hotel room,50,1,46,2020-03-08,2.22,7,223
1,691626,Le Stanze di Elle - Esquilino - Matrimoniale,3533050,Antonella,,I Centro Storico,41.88726,12.50831,Hotel room,50,1,118,2020-03-06,3.38,7,223,692245,Le Stanze di Elle - Esquilino - Double/Twin,3533050,Antonella,,I Centro Storico,41.88726,12.50831,Hotel room,50,1,72,2020-02-15,1.07,7,223
1,692218,Le Stanze di Elle - Esquilino - Matrimoniale - 102,3533050,Antonella,,I Centro Storico,41.88726,12.50831,Hotel room,50,1,46,2020-03-08,2.22,7,223,691626,Le Stanze di Elle - Esquilino - Matrimoniale,3533050,Antonella,,I Centro Storico,41.88726,12.50831,Hotel room,50,1,118,2020-03-06,3.38,7,223
1,692218,Le Stanze di Elle - Esquilino - Matrimoniale - 102,3533050,Antonella,,I Centro Storico,41.88726,12.50831,Hotel room,50,1,46,2020-03-08,2.22,7,223,692245,Le Stanze di Elle - Esquilino - Double/Twin,3533050,Antonella,,I Centro Storico,41.88726,12.50831,Hotel room,50,1,72,2020-02-15,1.07,7,223
1,692245,Le Stanze di Elle - Esquilino - Double/Twin,3533050,Antonella,,I Centro Storico,41.88726,12.50831,Hotel room,50,1,72,2020-02-15,1.07,7,223,691626,Le Stanze di Elle - Esquilino - Matrimoniale,3533050,Antonella,,I Centro Storico,41.88726,12.50831,Hotel room,50,1,118,2020-03-06,3.38,7,223
1,692245,Le Stanze di Elle - Esquilino - Double/Twin,3533050,Antonella,,I Centro Storico,41.88726,12.50831,Hotel room,50,1,72,2020-02-15,1.07,7,223,692218,Le Stanze di Elle - Esquilino - Matrimoniale - 102,3533050,Antonella,,I Centro Storico,41.88726,12.50831,Hotel room,50,1,46,2020-03-08,2.22,7,223
1,693077,Standard double room Marta Guest House,3288993,Cristobal,,I Centro Storico,41.90586,12.468,Hotel room,41,1,5,2018-08-14,0.07,7,365,2393314,SMALL DOUBLE ROOM,3288993,Cristobal,,I Centro Storico,41.90586,12.468,Private room,42,1,26,2020-01-01,0.37,7,365
1,693077,Standard double room Marta Guest House,3288993,Cristobal,,I Centro Storico,41.90586,12.468,Hotel room,41,1,5,2018-08-14,0.07,7,365,2393321,"3 bed room, central location",3288993,Cristobal,,I Centro Storico,41.90586,12.468,Hotel room,85,1,2,2019-02-25,0.04,7,363
1,2393314,SMALL DOUBLE ROOM,3288993,Cristobal,,I Centro Storico,41.90586,12.468,Private room,42,1,26,2020-01-01,0.37,7,365,693077,Standard double room Marta Guest House,3288993,Cristobal,,I Centro Storico,41.90586,12.468,Hotel room,41,1,5,2018-08-14,0.07,7,365
1,2393314,SMALL DOUBLE ROOM,3288993,Cristobal,,I Centro Storico,41.90586,12.468,Private room,42,1,26,2020-01-01,0.37,7,365,2393321,"3 bed room, central location",3288993,Cristobal,,I Centro Storico,41.90586,12.468,Hotel room,85,1,2,2019-02-25,0.04,7,363
1,2393321,"3 bed room, central location",3288993,Cristobal,,I Centro Storico,41.90586,12.468,Hotel room,85,1,2,2019-02-25,0.04,7,363,693077,Standard double room Marta Guest House,3288993,Cristobal,,I Centro Storico,41.90586,12.468,Hotel room,41,1,5,2018-08-14,0.07,7,365
1,2393321,"3 bed room, central location",3288993,Cristobal,,I Centro Storico,41.90586,12.468,Hotel room,85,1,2,2019-02-25,0.04,7,363,2393314,SMALL DOUBLE ROOM,3288993,Cristobal,,I Centro Storico,41.90586,12.468,Private room,42,1,26,2020-01-01,0.37,7,365
1,728953,"Design, Privacy, Piazza di Spagna",955490,IRooms Srl,,I Centro Storico,41.90705,12.48007,Hotel room,250,1,0,,,7,365,2796787,Jacuzzi Room - Spanish Steps Area,955490,IRooms Srl,,I Centro Storico,41.90705,12.48007,Hotel room,350,1,3,2014-06-24,0.04,7,365
1,2796787,Jacuzzi Room - Spanish Steps Area,955490,IRooms Srl,,I Centro Storico,41.90705,12.48007,Hotel room,350,1,3,2014-06-24,0.04,7,365,728953,"Design, Privacy, Piazza di Spagna",955490,IRooms Srl,,I Centro Storico,41.90705,12.48007,Hotel room,250,1,0,,,7,365
1,742752,Tiny Room  Loft Rome Eur ☼ comfort e design,3675830,Lorenzo,,VIII Appia Antica,41.83788,12.48762,Private room,21,1,355,2020-03-05,3.82,2,304,1287551,Sunny Room  Loft Rome Eur  comfort e design,3675830,Lorenzo,,VIII Appia Antica,41.83788,12.48762,Private room,20,1,382,2020-02-26,4.44,2,307
1,1287551,Sunny Room  Loft Rome Eur  comfort e design,3675830,Lorenzo,,VIII Appia Antica,41.83788,12.48762,Private room,20,1,382,2020-02-26,4.44,2,307,742752,Tiny Room  Loft Rome Eur ☼ comfort e design,3675830,Lorenzo,,VIII Appia Antica,41.83788,12.48762,Private room,21,1,355,2020-03-05,3.82,2,304
1,761028,"Triple room-""Opera Inn Suites B&B""",261660,Elisabetta,,XIII Aurelia,41.89824,12.453439999999999,Private room,70,2,9,2016-12-29,0.14,5,364,761603,Quadruple room-Opera Inn Suites B&B,261660,Elisabetta,,XIII Aurelia,41.89824,12.453439999999999,Private room,80,2,0,,,5,365
1,761603,Quadruple room-Opera Inn Suites B&B,261660,Elisabetta,,XIII Aurelia,41.89824,12.453439999999999,Private room,80,2,0,,,5,365,761028,"Triple room-""Opera Inn Suites B&B""",261660,Elisabetta,,XIII Aurelia,41.89824,12.453439999999999,Private room,70,2,9,2016-12-29,0.14,5,364
1,811774,Sweet Home Trevi- historical centre-Vacanze Romane,4268476,Andrea E Grazia Vacanze Romane,,I Centro Storico,41.90125,12.4847,Entire home/apt,148,1,29,2019-09-26,0.71,2,360,22397929,Mouth of Truth apartment in Trevi-Vacanze Romane,4268476,Andrea E Grazia Vacanze Romane,,I Centro Storico,41.90125,12.4847,Entire home/apt,161,1,15,2020-01-05,0.45,2,265
1,22397929,Mouth of Truth apartment in Trevi-Vacanze Romane,4268476,Andrea E Grazia Vacanze Romane,,I Centro Storico,41.90125,12.4847,Entire home/apt,161,1,15,2020-01-05,0.45,2,265,811774,Sweet Home Trevi- historical centre-Vacanze Romane,4268476,Andrea E Grazia Vacanze Romane,,I Centro Storico,41.90125,12.4847,Entire home/apt,148,1,29,2019-09-26,0.71,2,360
1,825367,Q Domus Appartamento #2 Augusto,4331335,Giulia,,I Centro Storico,41.88888,12.49431,Entire home/apt,65,2,254,2020-03-04,2.69,4,364,1242019,Q Domus Appartamento #1 Diocleziano,4331335,Giulia,,I Centro Storico,41.88888,12.49431,Entire home/apt,77,2,175,2020-02-27,1.95,4,214
1,1242019,Q Domus Appartamento #1 Diocleziano,4331335,Giulia,,I Centro Storico,41.88888,12.49431,Entire home/apt,77,2,175,2020-02-27,1.95,4,214,825367,Q Domus Appartamento #2 Augusto,4331335,Giulia,,I Centro Storico,41.88888,12.49431,Entire home/apt,65,2,254,2020-03-04,2.69,4,364
1,852680,Fori Suite 4 pax the heart of Rome,1670144,Luca,,I Centro Storico,41.891000000000005,12.484639999999999,Entire home/apt,29,1,337,2020-09-26,3.47,6,257,855912,Fori Up 4 pax in the heart of Roma,1670144,Luca,,I Centro Storico,41.891000000000005,12.484639999999999,Entire home/apt,29,2,308,2020-03-13,3.28,6,262
1,855912,Fori Up 4 pax in the heart of Roma,1670144,Luca,,I Centro Storico,41.891000000000005,12.484639999999999,Entire home/apt,29,2,308,2020-03-13,3.28,6,262,852680,Fori Suite 4 pax the heart of Rome,1670144,Luca,,I Centro Storico,41.891000000000005,12.484639999999999,Entire home/apt,29,1,337,2020-09-26,3.47,6,257
1,874822,B&B Vaticano/San Pietro Camera Matrimoniale,4617966,Andrea,,XIII Aurelia,41.89952,12.44558,Hotel room,34,1,3,2018-08-03,0.06,4,340,933324,B&B Vaticano/San Pietro Camera doppia/Matrimoniale,4617966,Andrea,,XIII Aurelia,41.89952,12.44558,Hotel room,34,1,32,2020-10-01,0.53,4,340
1,874822,B&B Vaticano/San Pietro Camera Matrimoniale,4617966,Andrea,,XIII Aurelia,41.89952,12.44558,Hotel room,34,1,3,2018-08-03,0.06,4,340,933336,B&B Vaticano/San Pietro Camera Tripla,4617966,Andrea,,XIII Aurelia,41.89952,12.44558,Hotel room,57,2,6,2020-08-28,0.1,4,335
