id,label,left_id,left_name,left_host_id,left_host_name,left_neighbourhood_group,left_neighbourhood,left_latitude,left_longitude,left_room_type,left_price,left_minimum_nights,left_number_of_reviews,left_last_review,left_reviews_per_month,left_calculated_host_listings_count,left_availability_365,right_id,right_name,right_host_id,right_host_name,right_neighbourhood_group,right_neighbourhood,right_latitude,right_longitude,right_room_type,right_price,right_minimum_nights,right_number_of_reviews,right_last_review,right_reviews_per_month,right_calculated_host_listings_count,right_availability_365
5899,0,16465994,Cosy and spacious apartment,108033103,Dani,,Oostelijk Havengebied - Indische Buurt,52.3651,4.93539,Private room,99,2,0,,,1,0,8269919,Luxury apartment near the center,33719020,Anne,,Oostelijk Havengebied - Indische Buurt,52.37126,4.93539,Entire home/apt,350,2,1,2015-09-22,0.02,1,0
11608,0,16045506,Beautiful canal apt along the famous Amstel River,1730513,Carla,,Centrum-Oost,52.36175,4.90338,Entire home/apt,135,2,19,2017-09-27,0.39,1,0,41168738,Luxurious apartment in Amsterdam South (near RAI),9038101,Gijs,,De Pijp - Rivierenbuurt,52.34364,4.90338,Entire home/apt,100,2,1,2020-02-12,0.1,1,0
706,1,45539425,STAY HIP IN OUR SEMI-PRIVATE BUNK POD FOR 1,243878598,Bunk,,Oud-Noord,52.3881,4.91438,Shared room,30,1,0,,,12,241,45539684,STAY SMART IN OUR BUNK ROOM + WITH EN-SUITE,243878598,Bunk,,Oud-Noord,52.3881,4.91438,Private room,70,1,0,,,12,0
9753,0,28829181,Comfortable apartment trendy Amsterdam East Centre,216726146,Nathalie,,Oud-Oost,52.35658,4.92044,Entire home/apt,150,2,9,2019-08-27,0.38,1,0,19355375,COZY APARTMENT IN DE PIJP,127305928,Fenna,,De Pijp - Rivierenbuurt,52.35658,4.89163,Entire home/apt,150,2,25,2019-08-18,0.59,1,0
405,1,20913032,"Hotel in the heart of Amsterdam, Single room",67005410,Feliciano,,Centrum-West,52.37426,4.89926,Private room,73,1,50,2020-07-31,1.27,16,0,12865293,Hotel in the heart of Amsterdam 2p,67005410,Feliciano,,Centrum-West,52.37426,4.89926,Private room,103,1,157,2020-08-09,2.81,16,365
8078,0,17186349,Private loft with private bathroom,4174762,Gjalt,,Centrum-West,52.37294,4.89877,Private room,110,2,71,2020-03-01,1.53,1,0,11688169,Authentic renovated 2P apartment in the PIJP,62096978,Brend & Vera,,De Pijp - Rivierenbuurt,52.35202,4.89877,Entire home/apt,99,2,7,2017-08-14,0.13,1,0
1686,0,25060752,Amazing & cozy apartment nearby City Centre | 4P,65859990,Martijn,,Bos en Lommer,52.37988,4.85731,Entire home/apt,300,2,4,2019-08-09,0.14,81,0,20740548,"Quiet, Cosy, Comfy & Central",11342536,Chakira,,De Baarsjes - Oud-West,52.369679999999995,4.85731,Entire home/apt,75,2,2,2017-09-06,0.05,1,0
8809,0,17824583,Spacious apartment in Amsterdam,3707028,Lishia,,De Baarsjes - Oud-West,52.36823,4.85657,Entire home/apt,200,2,1,2017-04-17,0.02,2,0,34675962,Cute downstairs family home in trendy area,250148277,Dorine,,De Baarsjes - Oud-West,52.36823,4.84901,Entire home/apt,200,2,1,2019-08-04,0.06,1,0
7944,0,11517922,Spacious Apartment near Amstel Rive,16229638,Marjolijn,,Oud-Oost,52.35411,4.91216,Entire home/apt,200,4,3,2019-11-16,0.2,1,0,13183525,"Lovely, cosy apartment in the heart of Amsterdam",1009566,F.,,Centrum-Oost,52.3687,4.91216,Entire home/apt,111,4,14,2017-07-12,0.25,1,0
10674,0,22112348,Modern apartment with a view over the Vondelpark,5957086,Melanie,,Zuid,52.35565,4.85569,Entire home/apt,75,2,3,2017-12-21,0.08,2,0,14520337,"Fresh, bright apartment (70m2) with terrace",44751272,Max,,De Baarsjes - Oud-West,52.36701,4.85569,Entire home/apt,90,2,10,2019-03-17,0.19,1,0
14369,0,20211544,"Design apartment in old garage,close to Vondelpark",63828575,Claudia,,Zuid,52.35177,4.85479,Entire home/apt,325,2,13,2020-01-01,0.34,1,0,21641739,Spacious trendy apartment nearby City Center!,65349439,Sade,,Bos en Lommer,52.38208,4.85479,Entire home/apt,88,2,7,2018-01-13,0.19,1,0
15374,0,21881599,"Beautiful, cosy room/flat in Jordaan",45522707,Vanessa,,Centrum-West,52.373000000000005,4.88061,Private room,37,3,0,,,1,0,26303871,Luxurious apartment in the JORDAAN| CITY CENTRE,3592780,Lars & Antoinette,,Centrum-West,52.380559999999996,4.88061,Entire home/apt,179,3,8,2020-01-04,0.28,1,0
830,1,45539926,STAY FRIENDLY IN OUR BUNK ROOM FOR 4 WITH EN-SUITE,243878598,Bunk,,Oud-Noord,52.3881,4.91438,Private room,141,1,0,,,12,241,45539791,STAY FABULOUS IN OUR MOST EPIC ROOM WITH EN-SUITE,243878598,Bunk,,Oud-Noord,52.3881,4.91438,Private room,149,1,0,,,12,224
12779,0,29112951,New charming apartment in hip area!,36101848,Esther,,Bos en Lommer,52.37972,4.85645,Entire home/apt,90,2,3,2019-08-02,0.12,1,0,18115831,Modern appartment in Oud-West,27360660,Raphaelle,,De Baarsjes - Oud-West,52.36421,4.85645,Entire home/apt,150,2,24,2019-09-29,0.56,1,0
141,1,6519497,Bright 3P Room with Stunning Canal View,26295351,Michelle,,Centrum-West,52.37629,4.89173,Private room,79,2,73,2018-01-13,1.09,6,0,6945186,Relaxing Twin Room with Canal View!,26295351,Michelle,,Centrum-West,52.37629,4.89173,Private room,79,2,46,2017-12-12,0.73,6,0
800,1,45539834,STAY TOGETHER IN OUR BUNK ROOM FOR 3 WITH EN-SUITE,243878598,Bunk,,Oud-Noord,52.3881,4.91438,Private room,106,1,0,,,12,244,45539425,STAY HIP IN OUR SEMI-PRIVATE BUNK POD FOR 1,243878598,Bunk,,Oud-Noord,52.3881,4.91438,Shared room,30,1,0,,,12,241
8843,0,40867170,Loft! Located in the popular Amsterdam Pijp area,244772378,Nikita,,De Pijp - Rivierenbuurt,52.35283,4.88928,Entire home/apt,141,2,5,2020-01-18,0.42,1,0,12788194,Beautiful apartment in de Pijp!,58965355,Tim,,De Pijp - Rivierenbuurt,52.353120000000004,4.88928,Entire home/apt,180,2,20,2017-08-20,0.39,1,0
15474,0,22026123,Stylish & comfortable apartment in the city center,9736413,Geertje,,Westerpark,52.37482,4.87435,Entire home/apt,176,2,12,2019-05-05,0.33,1,0,23610764,Cosy and comfy apartment in Amsterdam-West!,6266107,Anouk,,Westerpark,52.37857,4.87435,Entire home/apt,85,2,0,,,1,0
14178,0,19947562,Very spacious and sunny apartment near Erasmuspark,141373449,Annemiek,,Bos en Lommer,52.37961,4.85428,Entire home/apt,104,2,2,2017-11-05,0.05,1,0,39268064,Cozy 2 room appt. just outside Amsterdam centre,141082645,Hidde,,De Baarsjes - Oud-West,52.371759999999995,4.85428,Entire home/apt,160,2,2,2019-11-25,0.15,1,0
280,1,12865293,Hotel in the heart of Amsterdam 2p,67005410,Feliciano,,Centrum-West,52.37426,4.89926,Private room,103,1,157,2020-08-09,2.81,16,365,12444222,Hotel in the heart of Amsterdam 4p,67005410,Feliciano,,Centrum-West,52.37426,4.89926,Private room,204,1,77,2020-09-06,1.36,16,365
17463,0,40171565,Brand new holiday studio with private entrance,14088292,Tushar,,De Pijp - Rivierenbuurt,52.34138,4.89457,Entire home/apt,95,2,3,2019-12-01,0.23,1,0,27167007,Central- big balcony- canal view- next to Heineken,201518898,Berend Jan,,De Pijp - Rivierenbuurt,52.358059999999995,4.89457,Entire home/apt,250,2,15,2020-01-17,0.52,1,0
3589,0,5391344,Modern renovated apartment,7641135,Eva,,De Baarsjes - Oud-West,52.35998,4.86241,Entire home/apt,180,3,27,2020-08-03,0.39,1,0,13150862,A lovely bright cozy design home,73357312,Janna,,De Baarsjes - Oud-West,52.3636,4.86241,Entire home/apt,110,3,17,2020-01-06,0.31,1,0
5011,0,26549023,BRIGHT house for 4 with big GARDEN!,65859990,Martijn,,De Baarsjes - Oud-West,52.37014,4.857419999999999,Entire home/apt,342,2,5,2019-10-27,0.17,81,0,7221754,Great apartment with roof terrace!,8887310,Marije & Marijn,,Bos en Lommer,52.37551,4.857419999999999,Entire home/apt,100,2,24,2020-01-01,0.37,1,0
809,1,45539834,STAY TOGETHER IN OUR BUNK ROOM FOR 3 WITH EN-SUITE,243878598,Bunk,,Oud-Noord,52.3881,4.91438,Private room,106,1,0,,,12,244,45539870,STAY SOCIAL IN OUR BUNK ROOM FOR 5 WITH EN-SUITE,243878598,Bunk,,Oud-Noord,52.3881,4.91438,Private room,177,1,0,,,12,241
11684,0,30467645,Fab ground level apartment near city centre,8467383,Coen,,Westerpark,52.37754,4.87549,Entire home/apt,175,3,1,2019-01-03,0.04,1,0,16141714,Typical Amsterdam Apartment In Very Desirable Area,92222686,Reina,,Zuid,52.357409999999994,4.87549,Entire home/apt,255,3,41,2019-07-13,0.85,1,0
11105,0,18251864,Renovated 1BR Apartment - great & quiet location!,23261276,Katie,,Centrum-Oost,52.36404,4.90912,Entire home/apt,99,2,6,2017-07-01,0.14,1,0,20030990,Relaxed Rivierenbuurt Retreat,104539039,Michiel,,De Pijp - Rivierenbuurt,52.34329,4.90912,Entire home/apt,125,2,4,2017-08-28,0.1,1,0
5352,0,14291044,Spacious apartment in old warehouse in citycenter,5519532,Mel,,Westerpark,52.38933,4.88388,Entire home/apt,211,2,10,2019-08-04,0.21,1,0,7551941,A'dam center: close to Anna Frank,35504108,Simone,,Centrum-West,52.377590000000005,4.88388,Entire home/apt,127,2,2,2015-08-05,0.03,1,0
7268,0,10110453,Home Sweet Home Perfect for 2!,1464510,Wendy And Bram,,Oostelijk Havengebied - Indische Buurt,52.36213,4.93737,Entire home/apt,172,3,24,2019-04-18,0.42,84,0,33482197,"Bright, spacious 2-floor apartment close to center",30120442,Thijmen,,Oostelijk Havengebied - Indische Buurt,52.364329999999995,4.93737,Entire home/apt,300,3,7,2019-10-05,0.36,1,0
3775,0,6423150,Spacious apartment in Amsterdam,33510643,Willem,,Westerpark,52.37464,4.87443,Entire home/apt,1150,2,3,2016-03-30,0.05,1,0,15203374,Modern apartment - great location!,96557425,Maryse,,De Baarsjes - Oud-West,52.367309999999996,4.87443,Entire home/apt,139,2,11,2018-05-29,0.25,1,0
508,1,31944954,Private Double Ensuite,237150404,The Flying Pig Downtown,,Centrum-West,52.37674000000001,4.89624,Hotel room,53,1,11,2020-03-04,0.75,3,0,31945032,Bed in 6 Bed Dorm Ensuite,237150404,The Flying Pig Downtown,,Centrum-West,52.37674000000001,4.89624,Hotel room,25,1,31,2020-01-31,1.85,3,0
16270,0,37307035,Great family place in City Center,23333689,Eline,,Westerpark,52.37494,4.87292,Entire home/apt,250,2,0,,,1,0,41882338,Stylish Attic Apartment Westerpark,45968158,Beatriz,,Westerpark,52.382020000000004,4.87292,Entire home/apt,160,2,0,,,1,83
2325,0,3419746,"Light spacious apt, child-friendly",8949635,Katja,,De Baarsjes - Oud-West,52.37232,4.86011,Entire home/apt,160,2,31,2019-08-04,0.4,1,0,13655920,"Spacious home, Relaxed neighborhood, 3 min from city centre!",33387816,Sarah,,Bos en Lommer,52.37955,4.86011,Entire home/apt,75,2,20,2019-07-12,0.37,1,0
248,1,12451293,"Hotel in the heart of Amsterdam, Single room",67005410,Feliciano,,Centrum-West,52.37426,4.89926,Private room,73,1,160,2020-08-14,2.85,16,365,42184011,"Hotel in the heart off Amsterdam, Double room",67005410,Feliciano,,Centrum-West,52.37426,4.89926,Private room,93,1,1,2020-09-04,0.3,16,0
4141,0,22764927,"Sunny, modern apartment - close to city centre",168146888,Nicole,,Bos en Lommer,52.37957,4.8499,Entire home/apt,109,2,8,2019-03-02,0.23,1,0,17186121,Light and modern apt with two balconies nr Jordaan,6540523,Sander,,De Baarsjes - Oud-West,52.37153,4.8499,Entire home/apt,110,2,4,2017-09-24,0.09,1,0
16447,0,24295462,"Amazing location, beautiful, cozy apartment",229672,Claudia,,De Baarsjes - Oud-West,52.36502,4.87533,Entire home/apt,179,3,11,2020-08-17,0.71,1,0,25091600,"Bright & Modern, ground floor in the city center!",2524837,Eric & Annelien,,De Baarsjes - Oud-West,52.36996,4.87533,Entire home/apt,268,3,10,2019-07-29,0.34,1,0
6870,0,9618303,Beautiful Houseboat near Central Station,4473752,Michiel,,Centrum-Oost,52.37292,4.90685,Entire home/apt,160,2,19,2020-02-24,0.32,1,0,17968731,Luxury stay in 17th century manor house in center,73131569,Robert,,Centrum-Oost,52.37315,4.90685,Private room,270,2,32,2020-02-12,1.89,2,0
6216,0,38745212,New Private Studio Near  Central station,296296224,Ivan,,Watergraafsmeer,52.338770000000004,4.92057,Entire home/apt,88,2,15,2020-03-08,1.04,1,0,8756654,FREE PARKING + STUDIO 5 min. TO CITY CENTER,2368759,Angie,,Watergraafsmeer,52.34091,4.92057,Entire home/apt,56,2,31,2020-01-05,0.5,2,0
2766,0,3964775,Spacious & cozy apartment close to Olympic Stadion,9442056,Menno,,Zuid,52.34653,4.86647,Entire home/apt,120,2,5,2017-09-24,0.12,1,0,35705804,Light and comfy apt | 2 balconies | City Centre!,1464510,Wendy And Bram,,De Baarsjes - Oud-West,52.36992,4.86647,Entire home/apt,380,2,5,2019-07-26,0.29,84,0
4128,0,7847117,Great apartment with parkview and rooftop terrace!,41350413,Jesper,,De Baarsjes - Oud-West,52.36854,4.8499,Entire home/apt,139,2,29,2019-12-01,0.47,1,0,22764927,"Sunny, modern apartment - close to city centre",168146888,Nicole,,Bos en Lommer,52.37957,4.8499,Entire home/apt,109,2,8,2019-03-02,0.23,1,0
7073,0,21640142,Cozy & bright 2P apartment nearby City Centre | 2P,18101873,Jort,,De Baarsjes - Oud-West,52.36997,4.85837,Entire home/apt,100,2,14,2018-09-29,0.37,1,0,14162982,Top location newly renovated Amsterdam apartment,85664579,Berber,,Centrum-West,52.36997,4.88408,Entire home/apt,100,2,10,2017-09-18,0.19,1,0
12036,0,17108729,The velvet orteliusstraat,13878244,Sandra,,Bos en Lommer,52.375370000000004,4.8476300000000005,Entire home/apt,100,3,13,2018-06-11,0.29,1,0,16697065,Light and spacious apartment in authentic neighbor,5831960,Roelant,,Bos en Lommer,52.37957,4.8476300000000005,Entire home/apt,102,3,20,2020-07-19,0.43,2,0
9767,0,20115400,Charming flat @ Prinsengracht Canal with garden,17353510,Mijntje,,Centrum-Oost,52.363009999999996,4.89128,Entire home/apt,149,2,4,2017-11-01,0.1,1,0,21516314,Very spacious apartment right in the city centre,156353069,Oscar,,Centrum-West,52.378209999999996,4.89128,Entire home/apt,320,2,13,2018-06-25,0.35,1,0
3734,0,5671597,Spacious city centre apt w garden!,7249564,Martina,,Centrum-Oost,52.36772,4.90728,Entire home/apt,299,2,51,2019-09-22,0.74,1,0,15907977,Lovely central apartment (with cat!),102983700,Anna,,Oud-Oost,52.358990000000006,4.90728,Entire home/apt,125,2,11,2017-12-18,0.25,1,0
4911,0,7079216,Cosy appartment nearby Jordaan,11652802,Stacey,,Westerpark,52.37659,4.874969999999999,Entire home/apt,99,2,10,2016-07-25,0.15,1,0,23908602,Renovated apartment with private roofterrace,176045027,Tim,,Westerpark,52.38524,4.874969999999999,Entire home/apt,156,2,15,2018-08-27,0.46,3,0
16646,0,25275733,Spacious apartment with a roof terrace@westerpark,127413418,Bregje,,Westerpark,52.38316,4.87282,Entire home/apt,253,2,2,2019-08-10,0.07,1,0,24802181,Cozy and sunny apt in the center of Amsterdam,10579802,Lotte,,De Baarsjes - Oud-West,52.36806,4.87282,Entire home/apt,250,2,10,2020-02-16,0.49,1,0
1913,0,14180378,1r. Appartment(&balcony) nearby nightlife&centre,85889158,Roy,,Oud-Oost,52.35647,4.92128,Entire home/apt,82,2,1,2016-09-17,0.02,1,0,2845566,Canal View in chique green area,8542750,Leonie,,Centrum-Oost,52.36376,4.92128,Entire home/apt,74,2,33,2020-08-02,0.42,1,0
10722,0,40289596,Amsterdam home (near Vondelpark),11962985,Meg,,De Baarsjes - Oud-West,52.36183,4.85498,Entire home/apt,110,4,0,,,1,0,21009976,Modern comfortable home by the Vondelpark,22277326,Giselle,,De Baarsjes - Oud-West,52.35756,4.85498,Entire home/apt,304,5,0,,,1,0
2448,0,19004149,Beautiful garden house in great Old South area,132591622,Elly,,Zuid,52.34875,4.86955,Entire home/apt,249,2,5,2018-04-05,0.12,1,0,16616721,Your own cozy apartment in Old-West!,17040281,Mehmet,,De Baarsjes - Oud-West,52.3707,4.86955,Entire home/apt,220,2,12,2018-04-22,0.26,1,0
7555,0,10799221,Charming Apartment in the Jordaan,13845445,Jasper,,Centrum-West,52.38098,4.88218,Entire home/apt,140,4,8,2019-11-15,0.17,1,0,18164994,The prefect get away for two!,120669532,Chris,,Centrum-West,52.37314,4.88218,Entire home/apt,201,4,9,2018-05-03,0.2,1,0
7714,0,16425583,Macnificent family appartment in Amsterdam,17905452,David,,Zuid,52.35351,4.87887,Entire home/apt,260,4,7,2019-10-24,0.23,1,0,11135207,Central 2BR big RoofTerrrace close to Vondelpark!,57864220,Mike,,De Baarsjes - Oud-West,52.363690000000005,4.87887,Entire home/apt,150,4,1,2016-08-03,0.02,1,0
2538,0,3658302,Sunny & Bright Vondelpark app.,18530408,Pieter,,Zuid,52.3552,4.85199,Entire home/apt,130,2,14,2016-03-29,0.18,1,0,21331363,Comfortable and romantic groundfloor apartment,35654015,Henny,,Bos en Lommer,52.3788,4.85199,Entire home/apt,190,2,12,2018-04-01,0.33,1,0
4589,0,6708470,Modern and Spacious Apt at Old West,9610080,Sonat,,De Baarsjes - Oud-West,52.362840000000006,4.86461,Entire home/apt,79,2,0,,,1,0,21957595,"Comfortable, modern chique Oud-Zuid apartment",14670667,Mendel,,Zuid,52.34497,4.86461,Entire home/apt,135,2,3,2019-11-24,0.14,1,0
10262,0,14021891,"Charming apartment near Vondelparc, with garden",14145772,Danielle,,Zuid,52.35051,4.8508,Entire home/apt,140,3,21,2019-09-27,0.39,1,0,16876889,Spacious & sunny apt. with garden near Vondelpark,112502908,Maike,,De Baarsjes - Oud-West,52.35797,4.8508,Entire home/apt,115,3,15,2020-08-23,0.32,1,0
9,0,1149694,Cosy city apartment,6302268,Susan,,Bos en Lommer,52.38064,4.848380000000001,Entire home/apt,75,3,76,2020-03-09,0.83,1,0,31080,2-story apartment + rooftop terrace,133488,Nienke,,Zuid,52.35132,4.848380000000001,Entire home/apt,219,3,32,2017-10-16,0.28,1,0
12543,0,25107026,Light and relaxed apartment in Amsterdam East,113686852,Marlou,,Oostelijk Havengebied - Indische Buurt,52.364959999999996,4.93821,Entire home/apt,149,2,7,2019-04-23,0.31,1,0,39435147,Design apartment in local central neighborhood,89066963,Michiel,,De Baarsjes - Oud-West,52.364959999999996,4.87746,Entire home/apt,149,2,10,2020-06-01,0.76,1,0
11147,0,17565780,Bright & Stylish Duplex with Rooftop in De Pijp,5950226,Karoll,,De Pijp - Rivierenbuurt,52.35098,4.89058,Entire home/apt,300,2,18,2019-08-03,0.39,1,0,15333960,Beautiful light apartment in the lively Pijp,93894999,Niek,,De Pijp - Rivierenbuurt,52.35422,4.89058,Entire home/apt,120,2,6,2017-09-03,0.14,1,0
1055,0,25370911,Appartement w/ bedroom/kitchen/bathroom/livingr,18593510,Joris,,Zuid,52.35135,4.85416,Entire home/apt,150,3,1,2018-06-08,0.03,1,0,1398395,Lovely apartment next to Vondelpark,5034213,Sophie,,Zuid,52.35098,4.85416,Entire home/apt,99,3,5,2015-01-03,0.06,1,0
7640,0,13073032,Large apartment in the Pijp area!,20965237,Annelies,,De Pijp - Rivierenbuurt,52.35825,4.9019900000000005,Entire home/apt,162,2,7,2017-10-01,0.18,2,0,10989299,"Two story, two bedroom corner apartment",57018382,Diederik,,De Pijp - Rivierenbuurt,52.34987,4.9019900000000005,Entire home/apt,150,2,3,2016-08-29,0.05,1,0
17930,0,43693583,Sunny renovated apartment in Amsterdam Zuid,26483488,Dorrit,,Zuid,52.346959999999996,4.86878,Entire home/apt,175,2,3,2020-08-02,0.55,1,0,28626422,Charming and luxurious apartment in Old South,15162548,Matt,,Zuid,52.34624,4.86878,Entire home/apt,200,2,4,2020-02-23,0.15,1,0
704,1,45539425,STAY HIP IN OUR SEMI-PRIVATE BUNK POD FOR 1,243878598,Bunk,,Oud-Noord,52.3881,4.91438,Shared room,30,1,0,,,12,241,45539609,STAY FAMILIAR IN OUR BUNK ROOM FOR 4 WITH EN-SUITE,243878598,Bunk,,Oud-Noord,52.3881,4.91438,Private room,141,1,0,,,12,244
2473,0,3570490,Cosy apartment next to city centre,7703684,Aigerim,,Oud-Oost,52.35864,4.91391,Entire home/apt,139,2,22,2019-06-10,0.28,2,0,5207981,Luxurious 100 m2 Apartment,7793799,Joep,,Oud-Oost,52.35685,4.91391,Entire home/apt,149,2,77,2019-09-30,1.09,1,0
11405,0,22168849,"Space, light and tranquility in between the canals",17549843,Marion,,Centrum-Oost,52.36132,4.89415,Entire home/apt,250,3,0,,,1,357,30533932,Cosy family house with garden in the north side,5011601,Charlotte,,Noord-West,52.41301,4.89415,Entire home/apt,54,5,0,,,1,0
7430,0,14380952,"Lovely, cosy and light apartment, great location",34586954,Daniella,,Zuid,52.34568,4.86036,Entire home/apt,104,3,36,2019-12-09,0.68,1,0,10496812,Charming 60m2 appartment Vondelpark,49467152,Roel,,De Baarsjes - Oud-West,52.3642,4.86036,Entire home/apt,99,3,0,,,1,0
11645,0,20727780,"Cozy room ""Bickerseiland"" , next to the Jordaan",21647745,Tess,,Centrum-West,52.38604,4.88865,Private room,130,2,1,2019-04-14,0.05,1,0,16091870,Design loft in Amsterdam Centre!,8706418,Marjon,,Centrum-West,52.38532,4.88865,Entire home/apt,200,2,1,2017-01-02,0.02,1,0
2440,0,6849807,Big family house next to Vondelpark/Museum Quarter,34845570,Marjolein,,Zuid,52.35503,4.86955,Entire home/apt,499,2,28,2018-10-22,0.58,1,0,16616721,Your own cozy apartment in Old-West!,17040281,Mehmet,,De Baarsjes - Oud-West,52.3707,4.86955,Entire home/apt,220,2,12,2018-04-22,0.26,1,0
1173,0,9569206,Lovely appartment on a great spot,49540212,Marlies,,Westerpark,52.39075,4.87467,Entire home/apt,90,2,6,2016-04-09,0.1,1,0,23124554,Bohemian green oasis with a stunning view,9621815,Max,,Westerpark,52.37422,4.87467,Entire home/apt,400,2,11,2019-03-09,0.32,1,0
9429,0,13742340,Nice  apartment in Amsterdam,6695581,Eva,,Bos en Lommer,52.38225,4.84778,Entire home/apt,100,2,14,2019-08-25,0.26,1,0,13384048,,1528466,Allysa,,Bos en Lommer,52.377629999999996,4.84778,Entire home/apt,80,2,3,2016-11-12,0.06,1,0
14290,0,20098732,Amazing City Centre apartment next to the Jordaan,56246096,Francis,,Centrum-West,52.37966,4.88004,Entire home/apt,110,2,0,,,1,0,22917434,Amsterdam Jordaan Studio Apartment,169673511,Lucia,,Centrum-West,52.370709999999995,4.88004,Private room,145,2,32,2020-08-21,0.95,1,0
9867,0,13709435,Your beautiful home in fancy Amsterdam-South,46297255,Sara,,Zuid,52.34513,4.86046,Entire home/apt,130,2,38,2019-12-30,0.71,1,0,31347735,Cosy apartment near city centre of Amsterdam,33120544,Pleun,,De Baarsjes - Oud-West,52.36425,4.86046,Entire home/apt,89,2,2,2019-12-08,0.16,1,0
2571,0,3698943,Loft 90m² with unique relaxing net.,6640743,Albert,,Zuid,52.35495,4.85217,Entire home/apt,150,2,15,2018-05-27,0.2,1,0,9331043,"Colourful & cosy apartment, close to centre!",6403202,Sophie,,De Baarsjes - Oud-West,52.364470000000004,4.85217,Entire home/apt,148,2,6,2017-08-10,0.11,1,0
10460,0,19218819,Sunny one bedroom apmnt with garden in the Pijp,3697815,Suzanne,,De Pijp - Rivierenbuurt,52.3508,4.89775,Entire home/apt,115,2,30,2019-12-01,0.71,1,0,14210905,Nice place in the Oude Pijp (nearby city centre),86279021,Lynn,,De Pijp - Rivierenbuurt,52.35555,4.89775,Entire home/apt,230,2,42,2020-03-10,0.8,1,0
