label,id_left,name_left,host_id_left,host_name_left,neighbourhood_group_left,neighbourhood_left,latitude_left,longitude_left,room_type_left,price_left,minimum_nights_left,number_of_reviews_left,last_review_left,reviews_per_month_left,calculated_host_listings_count_left,availability_365_left,id_right,name_right,host_id_right,host_name_right,neighbourhood_group_right,neighbourhood_right,latitude_right,longitude_right,room_type_right,price_right,minimum_nights_right,number_of_reviews_right,last_review_right,reviews_per_month_right,calculated_host_listings_count_right,availability_365_right
1,954633,Private studio 25m2 for two near A'dam Arena,5183517,Simonehenken,,Bijlmer-Centrum,52.320190000000004,4.95501,Private room,79,2,98,2020-08-15,1.22,2,340,954629,"Stylish, clean studio, high service",5183517,Simonehenken,,Bijlmer-Centrum,52.320190000000004,4.95501,Private room,70,2,5,2020-07-26,0.07,2,17
1,1350096,"Casa Vrolik,  Amsterdam, Oost,  BnB 2pp",4905127,Toetsie,,Oud-Oost,52.35719,4.921930000000001,Private room,123,2,124,2020-03-01,1.38,3,0,1350246,"Casa Vrolik, Amsterdam, Oost, Bnb 1pp",4905127,Toetsie,,Oud-Oost,52.35719,4.921930000000001,Private room,99,2,170,2020-03-08,1.95,3,344
1,1350246,"Casa Vrolik, Amsterdam, Oost, Bnb 1pp",4905127,Toetsie,,Oud-Oost,52.35719,4.921930000000001,Private room,99,2,170,2020-03-08,1.95,3,344,1350096,"Casa Vrolik,  Amsterdam, Oost,  BnB 2pp",4905127,Toetsie,,Oud-Oost,52.35719,4.921930000000001,Private room,123,2,124,2020-03-01,1.38,3,0
1,1375612,Your own apartment on wheels,3040748,Henk,,Noord-Oost,52.39508,4.99186,Private room,77,2,124,2020-08-28,1.39,10,256,2842228,Your little appartment on wheels,3040748,Henk,,Noord-Oost,52.39508,4.99186,Private room,87,2,81,2020-08-16,1.01,10,256
1,2842228,Your little appartment on wheels,3040748,Henk,,Noord-Oost,52.39508,4.99186,Private room,87,2,81,2020-08-16,1.01,10,256,1375612,Your own apartment on wheels,3040748,Henk,,Noord-Oost,52.39508,4.99186,Private room,77,2,124,2020-08-28,1.39,10,256
1,1766570,Rembrandt van Rijn apartment canal view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,264,7,2,2019-11-16,0.13,9,365,24615144,Johannes Vermeer apartment canal view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,330,7,0,,,9,0
1,1766570,Rembrandt van Rijn apartment canal view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,264,7,2,2019-11-16,0.13,9,365,25330294,Piet Mondriaan apartment street view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,152,7,0,,,9,360
1,1766570,Rembrandt van Rijn apartment canal view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,264,7,2,2019-11-16,0.13,9,365,25331338,Jeroen Bosch apartment garden view + access,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,182,7,0,,,9,364
1,1766570,Rembrandt van Rijn apartment canal view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,264,7,2,2019-11-16,0.13,9,365,25336232,Frans Hals apartment garden view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,172,7,0,,,9,364
1,1766570,Rembrandt van Rijn apartment canal view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,264,7,2,2019-11-16,0.13,9,365,25338761,Willem de Kooning apartment garden view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,172,7,0,,,9,0
1,1766570,Rembrandt van Rijn apartment canal view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,264,7,2,2019-11-16,0.13,9,365,25339698,Vincent van Gogh apartment garden view + access,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,182,7,0,,,9,364
1,1766570,Rembrandt van Rijn apartment canal view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,264,7,2,2019-11-16,0.13,9,365,25341350,Herman Brood apartment canal view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,202,7,0,,,9,364
1,1766570,Rembrandt van Rijn apartment canal view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,264,7,2,2019-11-16,0.13,9,365,25463991,Karel Appel apartment with canal view + terrace,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,345,7,1,2019-03-18,0.05,9,352
1,24615144,Johannes Vermeer apartment canal view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,330,7,0,,,9,0,1766570,Rembrandt van Rijn apartment canal view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,264,7,2,2019-11-16,0.13,9,365
1,24615144,Johannes Vermeer apartment canal view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,330,7,0,,,9,0,25330294,Piet Mondriaan apartment street view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,152,7,0,,,9,360
1,24615144,Johannes Vermeer apartment canal view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,330,7,0,,,9,0,25331338,Jeroen Bosch apartment garden view + access,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,182,7,0,,,9,364
1,24615144,Johannes Vermeer apartment canal view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,330,7,0,,,9,0,25336232,Frans Hals apartment garden view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,172,7,0,,,9,364
1,24615144,Johannes Vermeer apartment canal view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,330,7,0,,,9,0,25338761,Willem de Kooning apartment garden view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,172,7,0,,,9,0
1,24615144,Johannes Vermeer apartment canal view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,330,7,0,,,9,0,25339698,Vincent van Gogh apartment garden view + access,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,182,7,0,,,9,364
1,24615144,Johannes Vermeer apartment canal view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,330,7,0,,,9,0,25341350,Herman Brood apartment canal view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,202,7,0,,,9,364
1,24615144,Johannes Vermeer apartment canal view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,330,7,0,,,9,0,25463991,Karel Appel apartment with canal view + terrace,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,345,7,1,2019-03-18,0.05,9,352
1,25330294,Piet Mondriaan apartment street view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,152,7,0,,,9,360,1766570,Rembrandt van Rijn apartment canal view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,264,7,2,2019-11-16,0.13,9,365
1,25330294,Piet Mondriaan apartment street view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,152,7,0,,,9,360,24615144,Johannes Vermeer apartment canal view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,330,7,0,,,9,0
1,25330294,Piet Mondriaan apartment street view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,152,7,0,,,9,360,25331338,Jeroen Bosch apartment garden view + access,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,182,7,0,,,9,364
1,25330294,Piet Mondriaan apartment street view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,152,7,0,,,9,360,25336232,Frans Hals apartment garden view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,172,7,0,,,9,364
1,25330294,Piet Mondriaan apartment street view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,152,7,0,,,9,360,25338761,Willem de Kooning apartment garden view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,172,7,0,,,9,0
1,25330294,Piet Mondriaan apartment street view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,152,7,0,,,9,360,25339698,Vincent van Gogh apartment garden view + access,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,182,7,0,,,9,364
1,25330294,Piet Mondriaan apartment street view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,152,7,0,,,9,360,25341350,Herman Brood apartment canal view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,202,7,0,,,9,364
1,25330294,Piet Mondriaan apartment street view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,152,7,0,,,9,360,25463991,Karel Appel apartment with canal view + terrace,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,345,7,1,2019-03-18,0.05,9,352
1,25331338,Jeroen Bosch apartment garden view + access,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,182,7,0,,,9,364,1766570,Rembrandt van Rijn apartment canal view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,264,7,2,2019-11-16,0.13,9,365
1,25331338,Jeroen Bosch apartment garden view + access,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,182,7,0,,,9,364,24615144,Johannes Vermeer apartment canal view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,330,7,0,,,9,0
1,25331338,Jeroen Bosch apartment garden view + access,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,182,7,0,,,9,364,25330294,Piet Mondriaan apartment street view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,152,7,0,,,9,360
1,25331338,Jeroen Bosch apartment garden view + access,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,182,7,0,,,9,364,25336232,Frans Hals apartment garden view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,172,7,0,,,9,364
1,25331338,Jeroen Bosch apartment garden view + access,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,182,7,0,,,9,364,25338761,Willem de Kooning apartment garden view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,172,7,0,,,9,0
1,25331338,Jeroen Bosch apartment garden view + access,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,182,7,0,,,9,364,25339698,Vincent van Gogh apartment garden view + access,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,182,7,0,,,9,364
1,25331338,Jeroen Bosch apartment garden view + access,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,182,7,0,,,9,364,25341350,Herman Brood apartment canal view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,202,7,0,,,9,364
1,25331338,Jeroen Bosch apartment garden view + access,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,182,7,0,,,9,364,25463991,Karel Appel apartment with canal view + terrace,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,345,7,1,2019-03-18,0.05,9,352
1,25336232,Frans Hals apartment garden view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,172,7,0,,,9,364,1766570,Rembrandt van Rijn apartment canal view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,264,7,2,2019-11-16,0.13,9,365
1,25336232,Frans Hals apartment garden view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,172,7,0,,,9,364,24615144,Johannes Vermeer apartment canal view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,330,7,0,,,9,0
1,25336232,Frans Hals apartment garden view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,172,7,0,,,9,364,25330294,Piet Mondriaan apartment street view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,152,7,0,,,9,360
1,25336232,Frans Hals apartment garden view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,172,7,0,,,9,364,25331338,Jeroen Bosch apartment garden view + access,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,182,7,0,,,9,364
1,25336232,Frans Hals apartment garden view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,172,7,0,,,9,364,25338761,Willem de Kooning apartment garden view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,172,7,0,,,9,0
1,25336232,Frans Hals apartment garden view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,172,7,0,,,9,364,25339698,Vincent van Gogh apartment garden view + access,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,182,7,0,,,9,364
1,25336232,Frans Hals apartment garden view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,172,7,0,,,9,364,25341350,Herman Brood apartment canal view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,202,7,0,,,9,364
1,25336232,Frans Hals apartment garden view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,172,7,0,,,9,364,25463991,Karel Appel apartment with canal view + terrace,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,345,7,1,2019-03-18,0.05,9,352
1,25338761,Willem de Kooning apartment garden view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,172,7,0,,,9,0,1766570,Rembrandt van Rijn apartment canal view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,264,7,2,2019-11-16,0.13,9,365
1,25338761,Willem de Kooning apartment garden view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,172,7,0,,,9,0,24615144,Johannes Vermeer apartment canal view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,330,7,0,,,9,0
1,25338761,Willem de Kooning apartment garden view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,172,7,0,,,9,0,25330294,Piet Mondriaan apartment street view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,152,7,0,,,9,360
1,25338761,Willem de Kooning apartment garden view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,172,7,0,,,9,0,25331338,Jeroen Bosch apartment garden view + access,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,182,7,0,,,9,364
1,25338761,Willem de Kooning apartment garden view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,172,7,0,,,9,0,25336232,Frans Hals apartment garden view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,172,7,0,,,9,364
1,25338761,Willem de Kooning apartment garden view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,172,7,0,,,9,0,25339698,Vincent van Gogh apartment garden view + access,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,182,7,0,,,9,364
1,25338761,Willem de Kooning apartment garden view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,172,7,0,,,9,0,25341350,Herman Brood apartment canal view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,202,7,0,,,9,364
1,25338761,Willem de Kooning apartment garden view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,172,7,0,,,9,0,25463991,Karel Appel apartment with canal view + terrace,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,345,7,1,2019-03-18,0.05,9,352
1,25339698,Vincent van Gogh apartment garden view + access,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,182,7,0,,,9,364,1766570,Rembrandt van Rijn apartment canal view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,264,7,2,2019-11-16,0.13,9,365
1,25339698,Vincent van Gogh apartment garden view + access,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,182,7,0,,,9,364,24615144,Johannes Vermeer apartment canal view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,330,7,0,,,9,0
1,25339698,Vincent van Gogh apartment garden view + access,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,182,7,0,,,9,364,25330294,Piet Mondriaan apartment street view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,152,7,0,,,9,360
1,25339698,Vincent van Gogh apartment garden view + access,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,182,7,0,,,9,364,25331338,Jeroen Bosch apartment garden view + access,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,182,7,0,,,9,364
1,25339698,Vincent van Gogh apartment garden view + access,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,182,7,0,,,9,364,25336232,Frans Hals apartment garden view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,172,7,0,,,9,364
1,25339698,Vincent van Gogh apartment garden view + access,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,182,7,0,,,9,364,25338761,Willem de Kooning apartment garden view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,172,7,0,,,9,0
1,25339698,Vincent van Gogh apartment garden view + access,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,182,7,0,,,9,364,25341350,Herman Brood apartment canal view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,202,7,0,,,9,364
1,25339698,Vincent van Gogh apartment garden view + access,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,182,7,0,,,9,364,25463991,Karel Appel apartment with canal view + terrace,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,345,7,1,2019-03-18,0.05,9,352
1,25341350,Herman Brood apartment canal view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,202,7,0,,,9,364,1766570,Rembrandt van Rijn apartment canal view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,264,7,2,2019-11-16,0.13,9,365
1,25341350,Herman Brood apartment canal view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,202,7,0,,,9,364,24615144,Johannes Vermeer apartment canal view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,330,7,0,,,9,0
1,25341350,Herman Brood apartment canal view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,202,7,0,,,9,364,25330294,Piet Mondriaan apartment street view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,152,7,0,,,9,360
1,25341350,Herman Brood apartment canal view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,202,7,0,,,9,364,25331338,Jeroen Bosch apartment garden view + access,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,182,7,0,,,9,364
1,25341350,Herman Brood apartment canal view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,202,7,0,,,9,364,25336232,Frans Hals apartment garden view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,172,7,0,,,9,364
1,25341350,Herman Brood apartment canal view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,202,7,0,,,9,364,25338761,Willem de Kooning apartment garden view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,172,7,0,,,9,0
1,25341350,Herman Brood apartment canal view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,202,7,0,,,9,364,25339698,Vincent van Gogh apartment garden view + access,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,182,7,0,,,9,364
1,25341350,Herman Brood apartment canal view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,202,7,0,,,9,364,25463991,Karel Appel apartment with canal view + terrace,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,345,7,1,2019-03-18,0.05,9,352
1,25463991,Karel Appel apartment with canal view + terrace,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,345,7,1,2019-03-18,0.05,9,352,1766570,Rembrandt van Rijn apartment canal view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,264,7,2,2019-11-16,0.13,9,365
1,25463991,Karel Appel apartment with canal view + terrace,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,345,7,1,2019-03-18,0.05,9,352,24615144,Johannes Vermeer apartment canal view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,330,7,0,,,9,0
1,25463991,Karel Appel apartment with canal view + terrace,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,345,7,1,2019-03-18,0.05,9,352,25330294,Piet Mondriaan apartment street view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,152,7,0,,,9,360
1,25463991,Karel Appel apartment with canal view + terrace,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,345,7,1,2019-03-18,0.05,9,352,25331338,Jeroen Bosch apartment garden view + access,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,182,7,0,,,9,364
1,25463991,Karel Appel apartment with canal view + terrace,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,345,7,1,2019-03-18,0.05,9,352,25336232,Frans Hals apartment garden view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,172,7,0,,,9,364
1,25463991,Karel Appel apartment with canal view + terrace,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,345,7,1,2019-03-18,0.05,9,352,25338761,Willem de Kooning apartment garden view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,172,7,0,,,9,0
1,25463991,Karel Appel apartment with canal view + terrace,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,345,7,1,2019-03-18,0.05,9,352,25339698,Vincent van Gogh apartment garden view + access,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,182,7,0,,,9,364
1,25463991,Karel Appel apartment with canal view + terrace,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,345,7,1,2019-03-18,0.05,9,352,25341350,Herman Brood apartment canal view,9282300,Anja,,Centrum-Oost,52.3643,4.888669999999999,Entire home/apt,202,7,0,,,9,364
1,1797364,Modern and exclusive room with free PP and bikes,9426449,Marloes & Gabriel,,Slotervaart,52.358959999999996,4.81951,Private room,80,1,201,2020-10-04,2.52,3,0,1859255,Elegant private room with own bathroom and bikes!,9426449,Marloes & Gabriel,,Slotervaart,52.358959999999996,4.81951,Private room,78,2,266,2020-10-15,3.36,3,354
